transaction_id,transaction_date,product_name,brand,room_category,connectivity_type,energy_efficiency_rating,unit_price,quantity_sold,total_revenue,customer_rating,region,is_returned
TXN-00206,2025-05-17,Smart TV,Amazon,Living Room,Wi-Fi,B,13204.65,10,132046.5,3.7,Visayas,FALSE
TXN-00207,2025-10-14,Smart Curtain Controller,Aqara,Bedroom,Matter,B,853.94,6,5123.64,2.5,Visayas,FALSE
TXN-00208,2025-08-31,Smart Plug,LG,Living Room,Zigbee,C,12748.59,8,101988.72,2.5,Visayas,FALSE
TXN-00209,2025-06-11,Smart Air Purifier,TP-Link,Bedroom,Matter,B,12406.11,14,173685.54,2.1,NCR,TRUE
TXN-00210,2025-06-10,Smart Plug,Aqara,Living Room,Wi-Fi,A,6754,2,13508,4.7,Region IV-A,TRUE
TXN-00211,2025-05-24,Smart Thermostat,Xiaomi,Bedroom,Z-Wave,B,8595.31,14,120334.34,2.6,Region IV-A,FALSE
TXN-00212,2025-10-04,Smart Curtain Controller,Aqara,Bedroom,Zigbee,A,1763.37,14,24687.18,1.6,Visayas,FALSE
TXN-00213,2025-07-26,Smart Curtain Controller,Amazon,Bedroom,Matter,A++,13663.76,12,163965.12,4.9,Visayas,FALSE
TXN-00214,2025-05-08,Smart Speaker,Xiaomi,Living Room,Bluetooth,A+,7457.39,19,141690.41,3.2,Mindanao,FALSE
TXN-00215,2025-06-13,Smart Camera,Xiaomi,Security,Matter,A++,12766.2,16,204259.2,3.3,Mindanao,TRUE
TXN-00216,2025-08-12,Smart Speaker,Amazon,Living Room,Wi-Fi,A++,3483.24,5,17416.2,2,Mindanao,FALSE
TXN-00217,2025-01-13,Smart TV,TP-Link,Living Room,Bluetooth,B,5188,5,25940,2.6,Mindanao,TRUE
TXN-00218,2025-08-28,Smart Speaker,TP-Link,Living Room,Wi-Fi,A+,10490.04,18,188820.72,2.3,NCR,TRUE
TXN-00219,2025-09-21,Smart Curtain Controller,Aqara,Bedroom,Zigbee,A+,1426.93,6,8561.58,4,NCR,FALSE
TXN-00220,2025-12-08,Smart Thermostat,LG,Bedroom,Wi-Fi,B,10707.01,9,96363.09,3.8,Region IV-A,FALSE
TXN-00221,2025-09-22,Smart Doorbell,Google,Security,Zigbee,A+,12425.7,19,236088.3,2.5,Region IV-A,FALSE
TXN-00222,2025-02-02,Smart Refrigerator,TP-Link,Kitchen,Matter,A,6169.04,13,80197.52,4.5,Mindanao,TRUE
TXN-00223,2025-06-05,Smart TV,LG,Living Room,Wi-Fi,C,6432.27,16,102916.32,5,Region III,TRUE
TXN-00224,2025-02-08,Smart Camera,Amazon,Security,Wi-Fi,A,14217.66,17,241700.22,1.8,Region III,FALSE
TXN-00225,2025-04-25,Smart Speaker,Xiaomi,Living Room,Bluetooth,A+,9128.39,19,173439.41,4.9,Mindanao,TRUE
TXN-00226,2025-04-09,Smart Refrigerator,Aqara,Kitchen,Matter,B,1206.44,1,1206.44,3.9,NCR,TRUE
TXN-00227,2025-07-21,Smart TV,Amazon,Living Room,Bluetooth,B,7855.17,7,54986.19,1.6,Region IV-A,FALSE
TXN-00228,2025-05-04,Smart Bathroom Scale,Philips,Bathroom,Bluetooth,A+,5952.05,15,89280.75,1.7,Region III,FALSE
TXN-00229,2025-10-11,Smart Air Purifier,Aqara,Bedroom,Wi-Fi,B,5354.68,13,69610.84,2,NCR,FALSE
TXN-00230,2025-01-07,Smart TV,Aqara,Living Room,Bluetooth,A+,11736.6,3,35209.8,2.8,Region IV-A,FALSE
TXN-00231,2025-04-26,Smart Thermostat,Samsung,Bedroom,Z-Wave,A++,2833.71,17,48173.07,1.2,Mindanao,FALSE
TXN-00232,2025-05-01,Smart Bulb,Amazon,Lighting,Wi-Fi,A+,14374.31,3,43122.93,4.4,Region III,FALSE
TXN-00233,2025-08-07,Smart Plug,LG,Living Room,Zigbee,A,4725.6,19,89786.4,1.9,Mindanao,FALSE
TXN-00234,2025-09-25,Smart Doorbell,Philips,Security,Zigbee,A,703.17,18,12657.06,2.1,Region IV-A,FALSE
TXN-00235,2025-05-11,Smart Camera,Google,Security,Matter,C,8257.64,9,74318.76,4.7,Region III,FALSE
TXN-00236,2025-12-11,Smart TV,Amazon,Living Room,Bluetooth,A,13349.96,18,240299.28,1,Visayas,FALSE
TXN-00237,2025-06-27,Smart Air Purifier,Philips,Bedroom,Wi-Fi,B,13304.59,1,13304.59,1.5,Visayas,TRUE
TXN-00238,2025-01-13,Smart Curtain Controller,Samsung,Bedroom,Zigbee,A,11801.93,5,59009.65,3.8,NCR,FALSE
TXN-00239,2025-06-05,Smart Curtain Controller,TP-Link,Bedroom,Matter,C,12510.46,9,112594.14,3.5,Mindanao,TRUE
TXN-00240,2025-08-03,Smart Doorbell,Aqara,Security,Zigbee,C,2680.55,14,37527.7,3.3,NCR,FALSE
TXN-00241,2025-12-01,Smart Thermostat,Xiaomi,Bedroom,Matter,B,12074.99,1,12074.99,1.6,Region IV-A,FALSE
TXN-00242,2025-07-03,Smart Oven,Philips,Kitchen,Matter,B,1654.94,10,16549.4,2.8,Mindanao,TRUE
TXN-00243,2025-11-23,Smart Doorbell,Amazon,Security,Wi-Fi,A+,6235.24,3,18705.72,2.4,Region IV-A,FALSE
TXN-00244,2025-06-04,Smart Curtain Controller,Google,Bedroom,Matter,B,538.98,7,3772.86,2.5,NCR,FALSE
TXN-00245,2025-06-29,Smart Curtain Controller,Amazon,Bedroom,Matter,A++,4299.2,8,34393.6,3.5,Region III,FALSE
TXN-00246,2025-12-20,Smart Oven,Xiaomi,Kitchen,Matter,A,14938.24,17,253950.08,1.5,Region IV-A,FALSE
TXN-00247,2025-01-21,Smart Air Purifier,Xiaomi,Bedroom,Matter,C,11501.51,20,230030.2,3.4,Mindanao,FALSE
TXN-00248,2025-05-11,Smart Refrigerator,LG,Kitchen,Wi-Fi,C,12314.34,16,197029.44,4.8,NCR,FALSE
TXN-00249,2025-10-20,Smart Bathroom Scale,Aqara,Bathroom,Bluetooth,C,11150.02,17,189550.34,2.1,NCR,FALSE
TXN-00250,2025-02-25,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,B,7995.23,15,119928.45,3.8,Mindanao,FALSE
TXN-00251,2025-12-10,Smart Bulb,Google,Lighting,Matter,B,8117.48,7,56822.36,3.9,Region IV-A,FALSE
TXN-00252,2025-01-29,Smart Doorbell,Philips,Security,Zigbee,C,11146.58,15,167198.7,4,NCR,FALSE
TXN-00253,2025-06-10,Smart Thermostat,TP-Link,Bedroom,Wi-Fi,C,14563.21,10,145632.1,1.1,Visayas,FALSE
TXN-00254,2025-04-23,Smart Air Purifier,Google,Bedroom,Wi-Fi,B,3390.57,6,20343.42,4.5,Mindanao,FALSE
TXN-00255,2025-01-18,Smart Speaker,Aqara,Living Room,Wi-Fi,B,5079.13,11,55870.43,4.8,NCR,TRUE
TXN-00256,2025-09-03,Smart Oven,Samsung,Kitchen,Wi-Fi,C,11546.8,19,219389.2,4.3,NCR,FALSE
TXN-00257,2025-09-09,Smart Door Lock,Google,Security,Matter,C,14059.81,2,28119.62,2.1,Region IV-A,FALSE
TXN-00258,2025-12-10,Smart Bathroom Scale,LG,Bathroom,Wi-Fi,A,8808.64,10,88086.4,1.7,NCR,TRUE
TXN-00259,2025-04-08,Smart Door Lock,Aqara,Security,Z-Wave,A,12076.85,9,108691.65,3.1,NCR,FALSE
TXN-00260,2025-12-06,Smart Doorbell,Amazon,Security,Wi-Fi,A,1149.1,8,9192.8,4.5,Visayas,FALSE
TXN-00261,2025-04-28,Smart Speaker,Philips,Living Room,Bluetooth,A+,11615.86,15,174237.9,1.4,Visayas,TRUE
TXN-00262,2025-02-08,Smart Air Purifier,Xiaomi,Bedroom,Wi-Fi,B,12665.42,6,75992.52,3.6,Region III,TRUE
TXN-00263,2025-10-08,Smart Air Purifier,Samsung,Bedroom,Wi-Fi,C,2473.46,7,17314.22,4.9,NCR,TRUE
TXN-00264,2025-12-25,Smart Air Purifier,Google,Bedroom,Matter,B,8382.74,10,83827.4,2.2,Mindanao,FALSE
TXN-00265,2025-08-10,Smart Camera,Amazon,Security,Matter,C,12221.6,3,36664.8,1.5,Mindanao,FALSE
TXN-00266,2025-11-26,Smart Plug,Aqara,Living Room,Matter,A+,6709.84,10,67098.4,2,NCR,TRUE
TXN-00267,2025-08-25,Smart Speaker,LG,Living Room,Bluetooth,C,2457.87,15,36868.05,3.6,Mindanao,FALSE
TXN-00268,2025-01-03,Smart Camera,Xiaomi,Security,Wi-Fi,C,13569.92,14,189978.88,3.1,Region III,FALSE
TXN-00269,2025-12-23,Smart TV,LG,Living Room,Wi-Fi,C,13617.6,14,190646.4,4.7,Mindanao,TRUE
TXN-00270,2025-03-05,Smart TV,Philips,Living Room,Bluetooth,A,14427.34,1,14427.34,1.7,Region IV-A,FALSE
TXN-00271,2025-09-10,Smart Air Purifier,Philips,Bedroom,Matter,A++,7562.7,10,75627,3.3,Mindanao,FALSE
TXN-00272,2025-05-24,Smart Plug,Philips,Living Room,Wi-Fi,A+,8027.83,5,40139.15,2.6,Region III,FALSE
TXN-00273,2025-10-03,Smart Bulb,TP-Link,Lighting,Matter,A+,14647.13,6,87882.78,3.1,Region III,TRUE
TXN-00274,2025-07-17,Smart Bulb,Google,Lighting,Zigbee,A,7997.07,8,63976.56,4.5,Region III,TRUE
TXN-00275,2025-12-17,Smart Thermostat,Google,Bedroom,Z-Wave,A,12926.43,9,116337.87,2.8,Region III,FALSE
TXN-00276,2025-12-16,Smart Door Lock,Samsung,Security,Z-Wave,A+,9307.06,7,65149.42,1.6,Visayas,TRUE
TXN-00277,2025-07-01,Smart Oven,Google,Kitchen,Wi-Fi,A,4453.99,14,62355.86,3.2,Mindanao,FALSE
TXN-00278,2025-08-21,Smart Camera,Amazon,Security,Wi-Fi,A,8752.41,3,26257.23,2.6,NCR,FALSE
TXN-00279,2025-01-27,Smart Air Purifier,Aqara,Bedroom,Wi-Fi,B,2710.11,14,37941.54,2.1,NCR,FALSE
TXN-00280,2025-04-04,Smart Camera,Google,Security,Wi-Fi,B,2886.49,9,25978.41,2.1,Visayas,FALSE
TXN-00281,2025-12-28,Smart TV,Amazon,Living Room,Bluetooth,C,8590.71,7,60134.97,3.3,Region IV-A,FALSE
TXN-00282,2025-04-23,Smart TV,Amazon,Living Room,Wi-Fi,C,9753.01,3,29259.03,4.2,Region IV-A,FALSE
TXN-00283,2025-11-16,Smart Air Purifier,Samsung,Bedroom,Wi-Fi,A,3175.81,2,6351.62,1.9,Visayas,FALSE
TXN-00284,2025-01-20,Smart Plug,Aqara,Living Room,Matter,A++,11842.03,15,177630.45,3.8,NCR,FALSE
TXN-00285,2025-06-29,Smart Air Purifier,TP-Link,Bedroom,Wi-Fi,A+,10298.71,15,154480.65,3.9,NCR,FALSE
TXN-00286,2025-02-03,Smart Door Lock,LG,Security,Zigbee,B,14110.52,20,282210.4,1,Mindanao,FALSE
TXN-00287,2025-12-26,Smart Thermostat,Xiaomi,Bedroom,Z-Wave,A,9395.64,15,140934.6,2,Region III,FALSE
TXN-00288,2025-07-11,Smart TV,Aqara,Living Room,Bluetooth,C,14203.69,7,99425.83,1.6,Mindanao,FALSE
TXN-00289,2025-08-21,Smart Thermostat,Google,Bedroom,Wi-Fi,A+,12221.43,2,24442.86,2.8,Visayas,FALSE
TXN-00290,2025-07-18,Smart Doorbell,Philips,Security,Wi-Fi,C,8664.1,1,8664.1,3.2,Region IV-A,TRUE
TXN-00291,2025-03-24,Smart Air Purifier,Google,Bedroom,Wi-Fi,A++,12038.87,8,96310.96,2.7,NCR,FALSE
TXN-00292,2025-11-28,Smart Doorbell,LG,Security,Zigbee,A++,10272.95,4,41091.8,4.6,NCR,FALSE
TXN-00293,2025-07-01,Smart TV,Samsung,Living Room,Bluetooth,A+,12877.52,18,231795.36,4.4,Visayas,FALSE
TXN-00294,2025-07-15,Smart Refrigerator,LG,Kitchen,Matter,C,8932.76,13,116125.88,2.4,Visayas,FALSE
TXN-00295,2025-05-24,Smart Bathroom Scale,Aqara,Bathroom,Wi-Fi,A,10280.9,12,123370.8,1,Mindanao,TRUE
TXN-00296,2025-06-25,Smart Oven,Philips,Kitchen,Matter,A+,6349.8,14,88897.2,2,Region III,FALSE
TXN-00297,2025-05-17,Smart Camera,Google,Security,Matter,A+,3294.69,19,62599.11,2.9,Region IV-A,FALSE
TXN-00298,2025-05-01,Smart Door Lock,Samsung,Security,Matter,A+,12535.99,11,137895.89,2.6,NCR,FALSE
TXN-00299,2025-02-18,Smart Curtain Controller,Google,Bedroom,Matter,A++,13544.36,13,176076.68,3,Visayas,TRUE
TXN-00300,2025-10-13,Smart Curtain Controller,Aqara,Bedroom,Matter,A,4812.36,11,52935.96,3.7,Region IV-A,FALSE
TXN-00301,2025-04-21,Smart Bathroom Scale,TP-Link,Bathroom,Wi-Fi,A+,12808.26,5,64041.3,4.6,NCR,TRUE
TXN-00302,2025-05-14,Smart Speaker,Philips,Living Room,Wi-Fi,A++,4736.05,1,4736.05,3.9,Mindanao,FALSE
TXN-00303,2025-06-22,Smart Speaker,Philips,Living Room,Wi-Fi,C,991.1,15,14866.5,4.8,Visayas,FALSE
TXN-00304,2025-12-09,Smart TV,TP-Link,Living Room,Bluetooth,A,7490.75,4,29963,2.7,NCR,FALSE
TXN-00305,2025-05-30,Smart Thermostat,Samsung,Bedroom,Wi-Fi,A,7827.54,19,148723.26,3.4,Mindanao,FALSE
TXN-00306,2025-03-02,Smart TV,Aqara,Living Room,Wi-Fi,B,9924.08,20,198481.6,3.1,Mindanao,FALSE
TXN-00307,2025-05-02,Smart Speaker,Xiaomi,Living Room,Bluetooth,A+,8099.63,19,153892.97,1.8,Region IV-A,FALSE
TXN-00308,2025-03-12,Smart Air Purifier,LG,Bedroom,Wi-Fi,A+,13815.94,16,221055.04,3.3,Mindanao,FALSE
TXN-00309,2025-07-22,Smart Plug,Amazon,Living Room,Zigbee,A,927.68,3,2783.04,3.7,Region IV-A,FALSE
TXN-00310,2025-04-16,Smart Air Purifier,Google,Bedroom,Matter,A,6087.83,18,109580.94,1.4,Visayas,FALSE
TXN-00311,2025-09-23,Smart Curtain Controller,Amazon,Bedroom,Matter,C,1440.14,4,5760.56,3,Region IV-A,FALSE
TXN-00312,2025-01-31,Smart Doorbell,Google,Security,Wi-Fi,A++,8137.63,16,130202.08,3.1,Visayas,FALSE
TXN-00313,2025-07-30,Smart Bulb,Google,Lighting,Matter,A,7814.4,5,39072,4.8,Region IV-A,FALSE
TXN-00314,2025-01-09,Smart Refrigerator,LG,Kitchen,Wi-Fi,A,7096.43,14,99350.02,1.7,Region III,FALSE
TXN-00315,2025-01-28,Smart TV,TP-Link,Living Room,Wi-Fi,C,2344.7,6,14068.2,2.3,Mindanao,FALSE
TXN-00316,2025-11-21,Smart Speaker,LG,Living Room,Bluetooth,A,4695.02,7,32865.14,1.8,Region III,FALSE
TXN-00317,2025-01-29,Smart Speaker,Samsung,Living Room,Wi-Fi,A+,9915.11,10,99151.1,3,Region IV-A,FALSE
TXN-00318,2025-10-08,Smart Thermostat,Google,Bedroom,Matter,A,6524.34,12,78292.08,3,Visayas,FALSE
TXN-00319,2025-08-09,Smart Plug,Amazon,Living Room,Zigbee,C,10822.37,4,43289.48,2.1,Region IV-A,FALSE
TXN-00320,2025-01-29,Smart Bathroom Scale,LG,Bathroom,Wi-Fi,A+,5636.3,18,101453.4,2.4,Visayas,FALSE
TXN-00321,2025-12-08,Smart Speaker,Xiaomi,Living Room,Bluetooth,A++,4381.09,9,39429.81,2,Mindanao,TRUE
TXN-00322,2025-12-14,Smart Air Purifier,Philips,Bedroom,Matter,C,14338.05,4,57352.2,1.3,Region III,FALSE
TXN-00323,2025-06-15,Smart TV,LG,Living Room,Bluetooth,A,3038.06,14,42532.84,2,Region IV-A,FALSE
TXN-00324,2025-08-19,Smart Thermostat,Google,Bedroom,Z-Wave,A++,6027.9,10,60279,2.5,Region IV-A,FALSE
TXN-00325,2025-06-26,Smart Air Purifier,Philips,Bedroom,Wi-Fi,A++,10658.89,9,95930.01,4.7,Mindanao,TRUE
TXN-00326,2025-12-17,Smart Oven,LG,Kitchen,Wi-Fi,C,2529.57,16,40473.12,3.6,Mindanao,FALSE
TXN-00327,2025-12-08,Smart Door Lock,Xiaomi,Security,Zigbee,C,3576.63,8,28613.04,2.8,Mindanao,FALSE
TXN-00328,2025-08-11,Smart Bulb,LG,Lighting,Wi-Fi,C,12027.55,13,156358.15,1.8,Region IV-A,FALSE
TXN-00329,2025-12-06,Smart Plug,Philips,Living Room,Wi-Fi,C,5061.22,6,30367.32,3,NCR,FALSE
TXN-00330,2025-04-18,Smart Doorbell,TP-Link,Security,Zigbee,A++,2516.69,10,25166.9,4.4,NCR,FALSE
TXN-00331,2025-02-12,Smart Plug,Xiaomi,Living Room,Matter,B,2109.15,2,4218.3,1.6,NCR,FALSE
TXN-00332,2025-02-23,Smart Door Lock,Amazon,Security,Zigbee,A++,7948.93,17,135131.81,3,Region IV-A,FALSE
TXN-00333,2025-01-13,Smart Thermostat,LG,Bedroom,Wi-Fi,A,13643.57,15,204653.55,1.8,Region III,FALSE
TXN-00334,2025-05-17,Smart Bathroom Scale,LG,Bathroom,Wi-Fi,A+,9831.35,8,78650.8,4.8,Mindanao,TRUE
TXN-00335,2025-12-26,Smart Door Lock,Google,Security,Matter,B,1113.09,14,15583.26,3.7,Mindanao,FALSE
TXN-00336,2025-09-06,Smart Bathroom Scale,Google,Bathroom,Bluetooth,C,13058.46,15,195876.9,1.2,Region III,FALSE
TXN-00337,2025-06-04,Smart Refrigerator,TP-Link,Kitchen,Wi-Fi,A+,13882.78,19,263772.82,3.6,Mindanao,FALSE
TXN-00338,2025-01-14,Smart Curtain Controller,Xiaomi,Bedroom,Zigbee,A,10009.54,12,120114.48,2.9,Mindanao,FALSE
TXN-00339,2025-01-25,Smart Camera,Aqara,Security,Matter,A,12815.27,6,76891.62,2.2,NCR,FALSE
TXN-00340,2025-01-25,Smart Doorbell,Aqara,Security,Wi-Fi,C,9972.87,15,149593.05,4.4,Visayas,TRUE
TXN-00341,2025-04-13,Smart Speaker,TP-Link,Living Room,Bluetooth,B,13570.57,12,162846.84,1.6,Region III,FALSE
TXN-00342,2025-06-08,Smart TV,Amazon,Living Room,Bluetooth,C,1421.35,20,28427,1.7,Region III,FALSE
TXN-00343,2025-08-13,Smart Door Lock,Google,Security,Matter,A++,8380.92,9,75428.28,1.2,NCR,FALSE
TXN-00344,2025-02-25,Smart Air Purifier,Samsung,Bedroom,Wi-Fi,A++,4672.98,10,46729.8,3.3,Visayas,TRUE
TXN-00345,2025-10-16,Smart Bathroom Scale,Aqara,Bathroom,Wi-Fi,B,4396.93,5,21984.65,4.3,Mindanao,TRUE
TXN-00346,2025-10-04,Smart TV,TP-Link,Living Room,Wi-Fi,A+,10431.96,15,156479.4,4.4,NCR,FALSE
TXN-00347,2025-06-21,Smart Refrigerator,LG,Kitchen,Matter,A+,8112.45,5,40562.25,1.9,NCR,FALSE
TXN-00348,2025-03-24,Smart Thermostat,Xiaomi,Bedroom,Matter,A,10632.04,14,148848.56,4.9,NCR,FALSE
TXN-00349,2025-09-05,Smart Bulb,TP-Link,Lighting,Wi-Fi,A,14908.49,5,74542.45,2,Mindanao,FALSE
TXN-00350,2025-04-03,Smart Thermostat,Aqara,Bedroom,Matter,C,2306.16,1,2306.16,2.2,Region III,TRUE
TXN-00351,2025-06-26,Smart Oven,Google,Kitchen,Wi-Fi,A+,1053.41,18,18961.38,4.6,Mindanao,FALSE
TXN-00352,2025-04-23,Smart Bulb,TP-Link,Lighting,Matter,B,4912.32,11,54035.52,4.8,NCR,TRUE
TXN-00353,2025-09-22,Smart Bathroom Scale,Philips,Bathroom,Wi-Fi,A,12437.05,3,37311.15,3.3,Visayas,FALSE
TXN-00354,2025-09-19,Smart Oven,Google,Kitchen,Wi-Fi,A++,8850.21,16,141603.36,1.7,Visayas,TRUE
TXN-00355,2025-04-09,Smart Plug,TP-Link,Living Room,Wi-Fi,C,12305.99,4,49223.96,2.7,Visayas,FALSE
TXN-00356,2025-08-05,Smart Speaker,Samsung,Living Room,Bluetooth,B,13743.2,18,247377.6,3.9,Visayas,FALSE
TXN-00357,2025-09-19,Smart Refrigerator,TP-Link,Kitchen,Matter,A++,8164.52,18,146961.36,1.9,Region IV-A,FALSE
TXN-00358,2025-12-21,Smart Refrigerator,TP-Link,Kitchen,Matter,B,7284.72,17,123840.24,4.8,Visayas,FALSE
TXN-00359,2025-09-08,Smart Plug,Amazon,Living Room,Zigbee,A+,3537.31,17,60134.27,4.5,Region III,FALSE
TXN-00360,2025-12-06,Smart Thermostat,TP-Link,Bedroom,Matter,B,10237.97,8,81903.76,3,Region IV-A,FALSE
TXN-00361,2025-02-01,Smart Thermostat,TP-Link,Bedroom,Z-Wave,B,14068.92,8,112551.36,1.2,Region IV-A,TRUE
TXN-00362,2025-12-16,Smart Door Lock,Samsung,Security,Z-Wave,B,1051.4,4,4205.6,2,Region IV-A,FALSE
TXN-00363,2025-10-26,Smart Curtain Controller,Amazon,Bedroom,Matter,A++,3072.97,17,52240.49,2,Region IV-A,FALSE
TXN-00364,2025-09-21,Smart Door Lock,Amazon,Security,Z-Wave,B,10649.16,14,149088.24,5,Visayas,FALSE
TXN-00365,2025-07-04,Smart Plug,Xiaomi,Living Room,Zigbee,B,1289.43,9,11604.87,4.5,Visayas,FALSE
TXN-00366,2025-08-05,Smart Refrigerator,Philips,Kitchen,Wi-Fi,B,14930.78,13,194100.14,2.1,Region III,FALSE
TXN-00367,2025-01-07,Smart Camera,LG,Security,Wi-Fi,C,7377.68,8,59021.44,3.2,Mindanao,FALSE
TXN-00368,2025-04-06,Smart Oven,Samsung,Kitchen,Wi-Fi,C,8125.98,14,113763.72,2.6,NCR,TRUE
TXN-00369,2025-12-12,Smart Speaker,TP-Link,Living Room,Wi-Fi,A,12108.64,3,36325.92,3,Region IV-A,FALSE
TXN-00370,2025-03-12,Smart Door Lock,Philips,Security,Zigbee,A+,7335.04,5,36675.2,1.5,Region IV-A,FALSE
TXN-00371,2025-10-18,Smart Bathroom Scale,Google,Bathroom,Bluetooth,B,14225.3,20,284506,1.4,NCR,FALSE
TXN-00372,2025-09-22,Smart Air Purifier,Google,Bedroom,Wi-Fi,A+,5200.61,12,62407.32,1.9,Mindanao,TRUE
TXN-00373,2025-08-01,Smart Camera,Amazon,Security,Matter,B,10403.28,12,124839.36,2.4,Region IV-A,TRUE
TXN-00374,2025-11-30,Smart Door Lock,Google,Security,Zigbee,A++,9983.04,20,199660.8,4.8,NCR,FALSE
TXN-00375,2025-08-29,Smart Bathroom Scale,TP-Link,Bathroom,Wi-Fi,C,2017.08,14,28239.12,4.3,Visayas,TRUE
TXN-00376,2025-07-31,Smart Air Purifier,Google,Bedroom,Wi-Fi,A++,14474.77,9,130272.93,4.4,Region IV-A,FALSE
TXN-00377,2025-01-30,Smart Doorbell,TP-Link,Security,Zigbee,A,5758.86,14,80624.04,5,Region IV-A,TRUE
TXN-00378,2025-01-14,Smart Speaker,Amazon,Living Room,Wi-Fi,A++,4962.17,1,4962.17,4.3,Region III,FALSE
TXN-00379,2025-05-29,Smart Bulb,Xiaomi,Lighting,Zigbee,C,6916.29,1,6916.29,3.3,NCR,TRUE
TXN-00380,2025-03-05,Smart Door Lock,LG,Security,Zigbee,B,8052.31,20,161046.2,2.6,NCR,TRUE
TXN-00381,2025-09-21,Smart Camera,Google,Security,Wi-Fi,B,7012.82,19,133243.58,4.5,Mindanao,FALSE
TXN-00382,2025-04-05,Smart Speaker,LG,Living Room,Bluetooth,B,13988.7,8,111909.6,2.9,Visayas,FALSE
TXN-00383,2025-03-11,Smart Oven,Amazon,Kitchen,Matter,A,11369.49,1,11369.49,5,Region III,FALSE
TXN-00384,2025-03-27,Smart Air Purifier,Xiaomi,Bedroom,Matter,B,11745.62,2,23491.24,1.6,Region III,FALSE
TXN-00385,2025-01-15,Smart Thermostat,Amazon,Bedroom,Wi-Fi,C,4591.46,3,13774.38,4.4,Visayas,FALSE
TXN-00386,2025-12-02,Smart Camera,LG,Security,Matter,A++,12877.16,2,25754.32,3.8,Mindanao,TRUE
TXN-00387,2025-03-13,Smart Oven,Xiaomi,Kitchen,Wi-Fi,A++,810.38,12,9724.56,2.7,Region III,FALSE
TXN-00388,2025-02-03,Smart TV,LG,Living Room,Bluetooth,B,7915.29,3,23745.87,4.2,Region IV-A,FALSE
TXN-00389,2025-03-21,Smart Bulb,Amazon,Lighting,Matter,A++,5778.74,19,109796.06,2.1,Region III,TRUE
TXN-00390,2025-09-08,Smart Refrigerator,Xiaomi,Kitchen,Wi-Fi,A,10974.63,5,54873.15,1,NCR,FALSE
TXN-00391,2025-05-30,Smart Air Purifier,Philips,Bedroom,Matter,C,516.56,8,4132.48,3.6,Region IV-A,FALSE
TXN-00392,2025-04-06,Smart TV,Philips,Living Room,Wi-Fi,A+,6359.31,2,12718.62,1.6,Visayas,FALSE
TXN-00393,2025-04-10,Smart Thermostat,LG,Bedroom,Z-Wave,C,6227.19,20,124543.8,4.2,Visayas,FALSE
TXN-00394,2025-07-21,Smart TV,Amazon,Living Room,Bluetooth,C,14664.33,12,175971.96,1.6,NCR,FALSE
TXN-00395,2025-02-21,Smart Door Lock,Philips,Security,Z-Wave,A+,11559.71,3,34679.13,3.1,Mindanao,FALSE
TXN-00396,2025-06-04,Smart Speaker,Xiaomi,Living Room,Wi-Fi,B,1738.81,12,20865.72,2.2,Region III,FALSE
TXN-00397,2025-09-12,Smart Bathroom Scale,Aqara,Bathroom,Wi-Fi,B,5615.92,2,11231.84,1.7,Region IV-A,FALSE
TXN-00398,2025-11-11,Smart Bulb,TP-Link,Lighting,Zigbee,A,1123.99,7,7867.93,4.1,Mindanao,FALSE
TXN-00399,2025-12-12,Smart Camera,Amazon,Security,Matter,A+,582.9,18,10492.2,1.7,Region IV-A,FALSE
TXN-00400,2025-02-03,Smart Oven,Aqara,Kitchen,Wi-Fi,C,9767.24,16,156275.84,1.2,Visayas,FALSE
TXN-00401,2025-04-14,Smart Speaker,Amazon,Living Room,Bluetooth,A,11899.08,16,190385.28,3.1,Region IV-A,TRUE
TXN-00402,2025-02-24,Smart Camera,Philips,Security,Matter,B,1456.24,15,21843.6,2.4,Region III,TRUE
TXN-00403,2025-03-29,Smart Doorbell,Philips,Security,Zigbee,A+,13461.3,7,94229.1,4.3,Visayas,FALSE
TXN-00404,2025-01-15,Smart Door Lock,LG,Security,Zigbee,A+,507.18,9,4564.62,1.1,Region IV-A,FALSE
TXN-00405,2025-09-25,Smart Plug,Philips,Living Room,Matter,B,6845.91,16,109534.56,2.1,Mindanao,FALSE
TXN-00406,2025-11-27,Smart Thermostat,LG,Bedroom,Z-Wave,A+,6558.29,7,45908.03,3,NCR,TRUE
TXN-00407,2025-09-03,Smart Air Purifier,LG,Bedroom,Wi-Fi,A,14802.41,11,162826.51,2.8,Region III,FALSE
TXN-00408,2025-03-25,Smart Plug,Xiaomi,Living Room,Wi-Fi,B,4961.08,7,34727.56,3.1,Region IV-A,TRUE
TXN-00409,2025-10-02,Smart Air Purifier,Amazon,Bedroom,Wi-Fi,A++,14096.08,2,28192.16,3,Region III,FALSE
TXN-00410,2025-02-28,Smart Thermostat,Samsung,Bedroom,Wi-Fi,A+,970.69,17,16501.73,4.3,NCR,FALSE
TXN-00411,2025-03-16,Smart Plug,LG,Living Room,Wi-Fi,C,2823.01,8,22584.08,1.6,Mindanao,FALSE
TXN-00412,2025-04-30,Smart Curtain Controller,Amazon,Bedroom,Zigbee,A+,13175.43,3,39526.29,3.5,Mindanao,FALSE
